GeneID	control1	control2	control3	treat1	treat2	treat3	logFC	type	pvalue	qvalue	function
FCN51_05385	0	0.483	1.841	21.161	19.359	24.325	4.800518965	up	2.66E-38	4.83E-37	baseplate assembly protein
FCN51_05390	2.773	0.958	1.507	46.1	39.931	41.708	4.607247024	up	1.29E-45	3.88E-44	hypothetical protein
FCN51_05395	5.72	2.766	4.353	70.449	92.252	105.041	4.381917825	up	6.21E-41	1.26E-39	hypothetical protein
FCN51_05400	0.343	0.155	0	8.479	11.496	11.124	5.956052942	up	5.01E-38	9.04E-37	hypothetical protein
FCN51_05405	3.138	0.678	1.551	104.794	115.349	101.187	5.903003251	up	1.66E-66	1.92E-64	hypothetical protein
FCN51_05410	0.537	0	0	6.638	10.941	11.174	5.734759791	up	3.67E-29	3.48E-28	hypothetical protein
FCN51_05415	3.074	0.507	1.16	89.032	89.288	107.091	5.910808283	up	3.77E-60	2.75E-58	hypothetical protein
FCN51_05420	2.437	1.538	2.309	88.646	86.531	90.434	5.400815617	up	9.13E-61	7.93E-59	DUF3383 domain-containing protein
FCN51_05425	0.641	0.581	1.773	36.669	39.041	44.722	5.328110526	up	4.93E-48	1.63E-46	hypothetical protein
FCN51_05430	0	1.165	2.334	28.509	38.017	39.333	4.917861921	up	1.05E-38	1.94E-37	hypothetical protein
FCN51_05435	2.173	1.095	1.754	7.375	5.714	9.754	2.184746091	up	1.85E-10	5.08E-10	DUF4054 domain-containing protein
FCN51_05440	3.849	2.443	0.399	3.36	4.049	9.425	1.330694647	up	0.000192223	0.000317025	hypothetical protein
FCN51_05445	2.24	2.246	2.447	11.15	11.318	12.127	2.318512839	up	4.30E-15	1.62E-14	DUF2184 domain-containing protein
FCN51_05450	0.244	0	0.761	6.042	2.891	5.683	3.858277084	up	4.02E-15	1.53E-14	hypothetical protein
FCN51_05455	1.71	1.994	1.268	26.478	17.989	24.827	3.800024466	up	1.13E-33	1.49E-32	DUF2213 domain-containing protein
FCN51_05460	2.572	0.402	0.644	24.129	24.257	24.434	4.329934093	up	1.40E-41	2.95E-40	DUF1073 domain-containing protein
FCN51_05465	0	0	0	11.691	10.567	7.569	13.27951386	up	4.77E-18	2.20E-17	hypothetical protein
FCN51_05475	0.505	0.687	0.436	12.36	12.167	9.579	4.386323772	up	2.16E-37	3.71E-36	terminase
FCN51_05480	0	0	0	4.865	4.397	9.827	12.63571812	up	4.22E-12	1.31E-11	hypothetical protein
FCN51_05485	1.803	2.658	0.468	20.331	24.6	22.631	3.776031391	up	7.53E-30	7.53E-29	hypothetical protein
FCN51_05495	16.466	10.856	17.788	117.155	113.056	117.383	2.945800498	up	1.85E-26	1.48E-25	acyltransferase
FCN51_05505	234.964	189.135	206.693	6.889	10.897	5.575	-4.75481203	down	8.95E-50	3.55E-48	B12-binding domain-containing radical SAM protein
FCN51_05510	312.534	296.281	147.208	63.998	73.977	74.746	-1.82945304	down	1.01E-09	2.57E-09	hypothetical protein
FCN51_05515	39.709	31.065	24.906	636.71	673.591	706.822	4.397894771	up	4.23E-49	1.49E-47	recombinase family protein
FCN51_05520	456.515	165.528	257.865	106.878	100.712	99.821	-1.517174739	down	2.56E-07	5.44E-07	Hint domain-containing protein
FCN51_05525	0	3.495	2.823	15.168	16.094	13.043	2.809342487	up	6.88E-18	3.11E-17	hypothetical protein
FCN51_05535	1.024	0.398	0.911	9.361	11.345	9.668	3.700867219	up	2.08E-25	1.56E-24	winged helix-turn-helix domain-containing protein
FCN51_05540	1.47	1	0.381	11.764	13.049	12.601	3.712636652	up	6.58E-26	5.06E-25	hypothetical protein
FCN51_05565	17.112	5.046	17.496	33.969	40.013	35.297	1.462408343	up	2.07E-08	4.77E-08	hypothetical protein
FCN51_05570	1.652	0.449	1.286	18.383	19.547	18.1	4.046919558	up	8.08E-37	1.31E-35	Hint domain-containing protein
FCN51_05580	15.583	2.826	29.403	7.419	3.353	6.591	-1.461197787	down	7.36E-06	1.38E-05	DUF1311 domain-containing protein
FCN51_05590	3.849	0.698	0.399	67.754	78.951	80.585	5.521272401	up	2.61E-51	1.23E-49	hypothetical protein
FCN51_05595	226.895	239.842	186.826	106.183	116.427	97.75	-1.028625398	down	0.000906477	0.001405748	FAD-binding oxidoreductase
FCN51_05600	106.264	102.014	88.03	48.288	50.009	34.149	-1.161675233	down	0.000174676	0.000289287	cytochrome c
FCN51_05605	4.417	7.06	5.271	62.165	59.889	61.985	3.45771591	up	1.04E-33	1.39E-32	TonB-dependent siderophore receptor
FCN51_05610	0	0	0	0.802	0.725	2.025	10.21067134	up	0.001489124	0.002272529	hypothetical protein
FCN51_05615	48.783	33.623	39.763	16.258	20.059	20.633	-1.101069936	down	0.000424385	0.000682503	hypothetical protein
FCN51_05645	1613.431	240.84	2519.636	2902.321	3091.247	3328.906	1.091789798	up	2.23E-05	4.01E-05	CHRD domain-containing protein
FCN51_05650	1109.197	723.947	1163.34	82.277	100.263	89.915	-3.459166357	down	6.94E-31	7.36E-30	hypothetical protein
FCN51_05660	179.182	187.009	156.147	52.171	55.013	43.112	-1.797156539	down	1.26E-09	3.19E-09	hypothetical protein
FCN51_05670	141.71	194.044	100.518	31.263	38.085	44.043	-1.9438935	down	8.92E-11	2.51E-10	hypothetical protein
FCN51_05675	64.114	48.16	84.009	4.711	7.664	4.757	-3.51793918	down	5.91E-23	3.78E-22	hypothetical protein
FCN51_05680	1774.119	2055.414	1158.716	342.277	358.536	320.532	-2.288059836	down	1.39E-14	5.01E-14	hypothetical protein
FCN51_05705	13.017	10.924	9.073	1.696	1.788	1.903	-2.614851862	down	1.42E-12	4.56E-12	hypothetical protein
FCN51_05710	2.786	2.823	1.53	0.477	0.646	0.602	-2.047224916	down	4.03E-05	7.07E-05	HNH endonuclease
FCN51_05715	74.044	67.15	53.84	8.06	7.285	6.167	-3.180333095	down	1.15E-20	6.30E-20	hypothetical protein
FCN51_05720	205.924	90.059	198.421	80.912	79.71	84.237	-1.013730269	down	0.000617725	0.000975374	MFS transporter
FCN51_05730	24.695	22.882	25.627	66.383	49.411	54.554	1.218456907	up	3.46E-06	6.69E-06	hypothetical protein
FCN51_05745	51.132	17.299	51.963	279.813	299.931	315.288	2.894144655	up	4.63E-25	3.39E-24	(2Fe-2S)-binding protein
FCN51_05750	17.526	4.859	12.163	33.94	38.528	37.174	1.666040652	up	1.16E-10	3.25E-10	xanthine dehydrogenase family protein molybdopterin-binding subunit
FCN51_05760	1533.589	564.21	2802.446	532.837	508.585	533.143	-1.637898702	down	4.22E-09	1.02E-08	aldA; aldehyde dehydrogenase
FCN51_05775	29.747	3.538	30.195	306.467	324.87	349.273	3.949241676	up	1.64E-40	3.28E-39	hypothetical protein
FCN51_05780	12.633	3.193	11.391	164.505	164.207	165.834	4.183374499	up	5.42E-43	1.30E-41	methylamine utilization protein MauD
FCN51_05785	33.79	22.005	33.108	156.753	152.667	152.5	2.377299692	up	6.67E-19	3.25E-18	hypothetical protein
FCN51_05790	47.04	37.001	47.322	153.274	116.444	130.759	1.608138269	up	3.61E-10	9.69E-10	cystathionine beta-lyase
FCN51_05795	81.184	38.323	67.831	219.248	202.542	219.946	1.776319991	up	6.82E-12	2.08E-11	mauA; methylamine dehydrogenase (amicyanin) small subunit
FCN51_05800	9.291	4.763	7.127	33.497	40.102	39.814	2.420577248	up	1.46E-17	6.46E-17	alkyl hydroperoxide reductase
FCN51_05805	24.796	16.15	16.609	111.166	117.666	92.455	2.48078771	up	9.31E-20	4.77E-19	DoxX family membrane protein
FCN51_05810	21.313	12.242	19.801	79.582	89.277	98.166	2.323187493	up	6.57E-18	2.98E-17	amine dehydrogenase
FCN51_05825	11.549	7.721	10.848	118.586	110.618	110.949	3.497354964	up	4.02E-34	5.45E-33	hypothetical protein
FCN51_05830	312.277	383.294	269.242	105.012	105.917	86.457	-1.697902547	down	1.64E-08	3.81E-08	bacterioferritin
FCN51_05835	77.067	44.538	62.596	24.365	21.69	24.206	-1.390446776	down	3.33E-06	6.47E-06	NAD(P)-dependent glycerol-3-phosphate dehydrogenase
FCN51_05840	3669.099	1364.392	6439.216	260.121	266.473	346.942	-3.715190289	down	8.78E-36	1.35E-34	DNA starvation/stationary phase protection protein
FCN51_05845	502.792	81.939	205.825	77.61	70.4	84.306	-1.766765988	down	1.64E-09	4.11E-09	hypothetical protein
FCN51_05850	193.781	132.628	147.995	51.536	56.533	55.884	-1.532816599	down	2.02E-07	4.34E-07	bifunctional aspartate transaminase/aspartate 4-decarboxylase
FCN51_05855	86.358	54.721	87.202	171.435	168.393	168.328	1.154450231	up	2.78E-06	5.43E-06	AI-2E family transporter
FCN51_05860	334.171	245.416	514.998	62.585	78.827	67.284	-2.390892353	down	1.37E-16	5.62E-16	DUF4112 domain-containing protein
FCN51_05865	913.03	138.754	1772.056	285.738	297.462	342.627	-1.608840663	down	5.52E-09	1.32E-08	msrB; peptide-methionine (R)-S-oxide reductase MsrB
FCN51_05880	119.261	15.87	58.921	419.078	415.29	436.187	2.710924724	up	1.77E-23	1.17E-22	autotransporter strand-loop-strand O-heptosyltransferase
FCN51_05885	147.645	57.016	96.766	1042.551	1037.269	980.814	3.343937033	up	1.03E-32	1.22E-31	sodium:proline symporter
FCN51_05890	109.937	70.314	71.339	457.849	484.542	478.328	2.497460594	up	7.25E-21	4.05E-20	N-acetylmuramic acid 6-phosphate etherase
FCN51_05895	57.79	42.624	41.44	252.211	258.937	273.755	2.468082545	up	2.09E-20	1.12E-19	N-acetylglucosamine kinase
FCN51_05905	2.088	3.496	5.834	50.007	46.465	45.823	3.639154504	up	1.19E-32	1.42E-31	ABC transporter ATP-binding protein
FCN51_05910	3.138	2.627	1.127	42.672	45.234	49.51	4.316887128	up	1.76E-43	4.32E-42	iron ABC transporter permease
FCN51_05915	2.953	4.017	4.596	36.315	33.529	38.122	3.222281075	up	1.41E-27	1.21E-26	ABC transporter substrate-binding protein
FCN51_05920	5.78	10.638	3.705	39.899	44.035	45.86	2.689124665	up	2.43E-23	1.59E-22	TonB-dependent receptor
FCN51_05925	18.221	14.451	13.866	83.366	90.193	82.847	2.461872787	up	3.31E-20	1.74E-19	Na+/H+ antiporter
FCN51_05930	36.693	24.147	35.467	97.896	99.803	95.365	1.605473019	up	3.84E-10	1.03E-09	LysR family transcriptional regulator
FCN51_05935	1206.604	748.198	1964.891	97.083	96.272	101.649	-3.731920675	down	1.24E-35	1.89E-34	SDR family oxidoreductase
FCN51_05940	3.046	2.269	3.161	23.425	26.68	24.91	3.14527077	up	8.16E-28	7.15E-27	TonB-dependent receptor
FCN51_05950	2294.6	2168.599	2615.172	64.328	83.616	65.302	-5.05280711	down	2.09E-56	1.14E-54	DUF1269 domain-containing protein
FCN51_05955	5987.61	5211.212	7078.254	229.116	270.482	242.429	-4.622414195	down	2.10E-49	7.68E-48	hypothetical protein
FCN51_05960	709.92	27.487	1044.296	2232.995	2351.24	2548.675	2.00123208	up	1.12E-13	3.85E-13	hypothetical protein
FCN51_05970	113.266	153.343	60.246	49.314	44.305	39.267	-1.298442319	down	3.86E-05	6.79E-05	histidine phosphatase family protein
FCN51_05975	233.649	339.792	143.086	107.83	100.393	91.875	-1.255578983	down	5.69E-05	9.85E-05	ribose-phosphate pyrophosphokinase
FCN51_05995	183.6	126.333	260.696	16.958	20.692	24.977	-3.187634869	down	1.35E-24	9.50E-24	hypothetical protein
FCN51_06000	262.98	213.763	277.955	15.684	16.956	18.635	-3.879493287	down	7.03E-36	1.09E-34	DedA family protein
FCN51_06005	571.685	524.183	457.554	17.488	18.68	14.718	-4.931954937	down	4.02E-53	1.93E-51	SDR family NAD(P)-dependent oxidoreductase
FCN51_06015	223.978	202.868	204.402	1318.485	1421.072	1460.351	2.734073083	up	5.95E-24	4.03E-23	hypothetical protein
FCN51_06020	181.303	149.23	156.744	460.487	445.513	482.328	1.510528656	up	1.56E-09	3.91E-09	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
FCN51_06025	119.312	109.216	85.226	37.371	38.874	42.874	-1.397207765	down	3.34E-06	6.47E-06	tetratricopeptide repeat protein
FCN51_06040	165.058	214.543	131.154	418.442	410.551	383.045	1.246726701	up	1.97E-07	4.24E-07	HlyC/CorC family transporter
FCN51_06045	1362.558	1691.887	1131.244	552.994	570.988	566.917	-1.307673109	down	1.49E-05	2.72E-05	hpnH; adenosyl-hopene transferase HpnH
FCN51_06060	2449.688	2084.763	2035.535	216.345	226.648	210.305	-3.330071202	down	8.89E-29	8.29E-28	1-deoxy-D-xylulose-5-phosphate synthase
FCN51_06065	5050.962	4461.864	4949.169	184.053	188.746	174.606	-4.723506553	down	7.68E-51	3.33E-49	toluene transporter
FCN51_06070	1376.11	1633.364	1196.714	165.127	175.107	160.746	-3.069680809	down	7.24E-25	5.23E-24	glycosyltransferase
FCN51_06075	1500.924	1636.074	1215.037	345.755	344.127	333.581	-2.088227977	down	1.21E-12	3.89E-12	hpnJ; hopanoid biosynthesis associated radical SAM protein HpnJ
FCN51_06080	415.029	385.387	353.743	113.495	127.41	114.419	-1.699626514	down	7.72E-09	1.82E-08	ChbG/HpnK family deacetylase
FCN51_06085	307.496	375.192	198.224	55.298	51.858	60.776	-2.39109988	down	8.35E-16	3.27E-15	carbohydrate porin
FCN51_06105	10.109	6.958	10.996	27.462	27.864	32.358	1.643539508	up	5.96E-10	1.56E-09	multidrug resistance efflux transporter family protein
FCN51_06110	371.549	253.186	356.132	148.235	146.234	161.777	-1.104240544	down	0.000217269	0.00035685	hypothetical protein
FCN51_06115	441.564	272.212	398.887	131.645	114.4	114.529	-1.625641309	down	2.33E-08	5.34E-08	lactate utilization protein
FCN51_06125	143.703	103.079	128.895	462.439	456.8	436.757	1.851779896	up	6.03E-13	1.97E-12	thiamine pyrophosphate-binding protein
FCN51_06130	5.351	6.066	6.941	15.568	18.468	14.74	1.409615548	up	1.93E-05	3.48E-05	hypothetical protein
FCN51_06135	35.51	37.724	58.886	223.818	235.358	245.506	2.415096872	up	3.12E-19	1.55E-18	alsS; acetolactate synthase AlsS
FCN51_06140	51.114	50.756	81.061	265.66	262.847	294.333	2.16929395	up	3.75E-16	1.50E-15	budA; acetolactate decarboxylase
FCN51_06155	37.311	55.745	29.248	132.766	139.057	130.798	1.718926196	up	1.41E-11	4.18E-11	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
FCN51_06160	66.764	59.106	39.041	97.896	114.956	119.693	1.011848716	up	1.88E-05	3.40E-05	rsfS; ribosome silencing factor
FCN51_06185	390.287	751.033	247.02	164.744	184.229	176.176	-1.402557078	down	5.86E-06	1.11E-05	50S ribosomal protein L25/general stress protein Ctc
FCN51_06195	162.721	288.249	108.622	26.291	24.303	22.294	-2.940570474	down	1.90E-22	1.19E-21	aspS; aspartate--tRNA ligase
FCN51_06200	11.105	11.385	9.145	1.229	0.476	1.33	-3.380464628	down	1.38E-20	7.47E-20	DUF1849 family protein
FCN51_06215	89.371	77.135	67.431	845.093	825.415	818.014	3.411080415	up	6.40E-34	8.55E-33	DUF1643 domain-containing protein
FCN51_06220	186.608	76.978	237.924	1542.099	1568.686	1706.974	3.264004122	up	7.45E-31	7.87E-30	thylakoid lumen protein
FCN51_06225	261.275	11.865	407.011	1887.919	1893.038	1872.111	3.055101474	up	3.20E-27	2.70E-26	MFS transporter
FCN51_06230	475.63	12.724	297.916	46.373	41.671	47.693	-2.534184396	down	2.15E-18	1.02E-17	acs; acetate--CoA ligase
FCN51_06235	1094.777	27.84	698.957	79.966	76.588	79.507	-2.94793803	down	7.76E-24	5.23E-23	prpB; methylisocitrate lyase
FCN51_06240	1868.618	64.3	1259.437	115.199	116.257	111.335	-3.219208686	down	9.41E-28	8.23E-27	prpC; 2-methylcitrate synthase
FCN51_06245	754.29	36.149	412.596	53.886	51.896	55.706	-2.897156543	down	5.33E-23	3.43E-22	MmgE/PrpD family protein
FCN51_06255	569.043	738.067	542.405	222.513	252.634	224.899	-1.401621529	down	2.78E-06	5.43E-06	YfdX family protein
FCN51_06265	20.089	16.382	18.1	67.283	69.003	60.63	1.851316623	up	1.80E-12	5.73E-12	DNA/RNA non-specific endonuclease
FCN51_06270	90.009	43.78	97.609	174.438	160.939	166.637	1.11734112	up	8.12E-06	1.52E-05	hypothetical protein
FCN51_06275	23.187	26.993	12.725	143.034	144.816	146.856	2.788734564	up	4.60E-25	3.38E-24	acyltransferase
FCN51_06305	9.62	7.821	7.229	24.61	22.68	33.302	1.707757195	up	1.29E-09	3.27E-09	hypothetical protein
FCN51_06310	6.007	14.982	4.935	37.142	38.836	31.565	2.05242668	up	5.21E-14	1.82E-13	hypothetical protein
FCN51_06315	0.724	0.876	0.251	3.161	5.396	2.956	2.634926545	up	9.87E-10	2.52E-09	hypothetical protein
FCN51_06320	17.43	21.282	17.28	102.843	99.739	107.178	2.467794916	up	2.82E-20	1.50E-19	hypothetical protein
FCN51_06325	23.527	31.329	22.87	144.27	144.884	164.079	2.543737596	up	1.14E-20	6.24E-20	hypothetical protein
FCN51_06330	31.998	48.544	35.057	97.078	102.288	106.314	1.402869964	up	1.48E-08	3.45E-08	tail fiber domain-containing protein
FCN51_06335	64.74	98.772	75.058	171.931	162.934	176.487	1.099894429	up	4.53E-06	8.66E-06	hypothetical protein
FCN51_06345	70.176	168.725	55.889	581.673	553.63	543.489	2.509651899	up	2.49E-20	1.33E-19	_
FCN51_06355	802.313	1471.062	1124.997	226.608	232.839	229.656	-2.302047234	down	3.72E-15	1.42E-14	htpG; molecular chaperone HtpG
FCN51_06360	524.836	45.621	1199.726	3585.879	3599.483	3629.258	2.611010511	up	7.64E-21	4.25E-20	DUF2501 domain-containing protein
FCN51_06370	380.888	371.217	368.238	97.248	106.768	109.343	-1.838042207	down	3.32E-10	8.91E-10	argC; N-acetyl-gamma-glutamyl-phosphate reductase
FCN51_06375	425.055	334.679	419.24	67.868	68.597	72.063	-2.4992018	down	1.39E-17	6.16E-17	SDR family oxidoreductase
FCN51_06380	506.592	1116.684	121.919	62.617	58.863	61.781	-3.251395407	down	3.03E-26	2.39E-25	hypothetical protein
FCN51_06385	15332.818	17124.306	3380.908	130.989	152.923	138.376	-6.407110226	down	2.40E-78	6.07E-76	hypothetical protein
FCN51_06390	222.29	516.57	72.417	49.667	55.25	52.594	-2.36471986	down	7.78E-15	2.87E-14	HlyD family efflux transporter periplasmic adaptor subunit
FCN51_06395	49.879	120.936	21.317	32.69	30.74	27.234	-1.083470895	down	0.001146769	0.001766558	peptidase domain-containing ABC transporter
FCN51_06400	16.47	1.245	20.329	49.734	47.412	54.536	1.995223819	up	3.36E-13	1.12E-12	oxidoreductase
FCN51_06420	393.389	354.761	398.229	123.922	137.74	144.121	-1.498296866	down	3.56E-07	7.51E-07	glycine zipper family protein
FCN51_06425	7.632	10.115	8.301	84.761	90.215	84.812	3.317940794	up	1.11E-31	1.23E-30	porin
FCN51_06440	35.301	27.67	31.663	16	15.161	16.072	-1.00251754	down	0.001687646	0.002564225	phoB; phosphate regulon transcriptional regulatory protein PhoB
FCN51_06445	165.098	243.003	133.815	18.911	20.835	25.209	-3.060498111	down	2.68E-24	1.86E-23	adenylosuccinate synthase
FCN51_06450	372.881	567.476	263.154	66.417	68.586	69.555	-2.556649901	down	1.00E-17	4.49E-17	ATP phosphoribosyltransferase regulatory subunit
FCN51_06465	341.076	393.57	252.824	120.203	115.204	114.101	-1.49840344	down	6.17E-07	1.28E-06	tryptophan synthase subunit alpha
FCN51_06470	123.776	143.458	91.517	34.754	31.671	37.796	-1.783307388	down	2.34E-09	5.78E-09	trpB; tryptophan synthase subunit beta
FCN51_06475	104.596	116.674	69.394	27.596	23.409	26.728	-1.90271251	down	2.20E-10	5.99E-10	magnesium transporter
FCN51_06480	466.678	453.784	391.292	74.36	69.921	79.7	-2.550032905	down	6.40E-18	2.92E-17	hypothetical protein
FCN51_06490	12.49	20.766	12.529	3.028	5.474	7.136	-1.549636796	down	4.00E-05	7.03E-05	sulfurtransferase TusA family protein
FCN51_06495	300.618	262.867	274.823	112.882	113.875	113.084	-1.302612908	down	1.32E-05	2.41E-05	transcriptional repressor
FCN51_06500	464.37	394.723	412.782	158.558	166.815	161.332	-1.385831899	down	2.87E-06	5.59E-06	GNAT family N-acetyltransferase
FCN51_06515	1868.97	1492.198	1897.039	227.781	236.36	230.042	-2.921177586	down	3.29E-23	2.15E-22	DUF2076 domain-containing protein
FCN51_06520	345.624	438.871	241.699	27.967	27.278	29.294	-3.60149566	down	4.72E-32	5.36E-31	glycine--tRNA ligase subunit alpha
FCN51_06525	243.315	340.12	169.054	16.502	18.116	18.76	-3.817278007	down	2.09E-35	3.18E-34	glycine--tRNA ligase subunit beta
FCN51_06530	15.09	4.055	8.12	709.813	733.411	764.35	6.339111061	up	6.01E-76	1.28E-73	hypothetical protein
FCN51_06535	50.872	56.542	32.02	11.314	12.406	14.361	-1.872356516	down	9.91E-10	2.53E-09	DMT family transporter
FCN51_06540	1045.052	480.366	1329.638	3132.243	2994.78	3140.03	1.69859053	up	6.57E-11	1.87E-10	DUF1328 domain-containing protein
FCN51_06555	478.819	613.527	299.997	214.979	224.18	236.769	-1.042569881	down	0.001021734	0.001577444	trmB; tRNA (guanosine(46)-N7)-methyltransferase TrmB
FCN51_06560	1092.533	1276.073	638.314	275.188	248.453	248.251	-1.961811407	down	4.49E-11	1.29E-10	methionine adenosyltransferase
FCN51_06565	193.015	273.097	203.56	30.362	38.997	33.622	-2.701040899	down	1.04E-19	5.30E-19	4-hydroxy-tetrahydrodipicolinate reductase
FCN51_06570	171.874	234.341	181.697	13.865	14.644	12.718	-3.833841221	down	2.47E-35	3.73E-34	dnaJ; molecular chaperone DnaJ
FCN51_06575	3784.567	4721.231	4312.456	290.883	309.712	314.586	-3.80799446	down	4.79E-36	7.44E-35	dnaK; molecular chaperone DnaK
FCN51_06580	3095.672	4256.249	3694.681	147.938	171.722	158.143	-4.531034268	down	1.57E-47	4.95E-46	nucleotide exchange factor GrpE
FCN51_06585	541.2	556.572	454.715	70.826	77.314	81.646	-2.756202333	down	1.37E-20	7.44E-20	response regulator transcription factor
FCN51_06590	228.032	299.457	195.569	60.638	61.591	58.93	-1.996836991	down	1.41E-11	4.18E-11	HAMP domain-containing protein
FCN51_06605	348.508	422.506	412.767	139.468	161.996	146.168	-1.403011114	down	2.06E-06	4.07E-06	YqgE/AlgH family protein
FCN51_06610	385.6	466.142	308.144	91.747	90.462	89.295	-2.094925449	down	1.38E-12	4.44E-12	polyphosphate kinase 2 family protein
FCN51_06615	97.386	93.164	68.047	14.132	18.521	15.164	-2.43503624	down	2.13E-15	8.19E-15	DUF3465 domain-containing protein
FCN51_06620	1524.364	1114.151	1887.56	699.501	714.415	715.823	-1.087582777	down	0.000205339	0.000338256	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
FCN51_06625	169.676	172.085	152.224	864.878	848.548	866.645	2.384864543	up	2.29E-19	1.14E-18	clpS; ATP-dependent Clp protease adapter ClpS
FCN51_06630	1429.81	976.715	1179.783	134.826	138.388	150.511	-3.081290232	down	2.57E-25	1.91E-24	D-alanyl-D-alanine carboxypeptidase
FCN51_06635	337.249	578.022	211.544	126.712	148.08	149.859	-1.40789477	down	4.83E-06	9.20E-06	map; type I methionyl aminopeptidase
FCN51_06640	126.635	133.436	89.215	41.362	41.892	43.946	-1.457288513	down	1.30E-06	2.61E-06	ggt; gamma-glutamyltransferase
FCN51_06645	15.504	16.809	12.823	43.753	49.201	45.671	1.618772319	up	2.51E-10	6.80E-10	"lysine-2,3-aminomutase-like protein"
FCN51_06655	589.962	694.649	536.209	1297.997	1301.216	1361.858	1.121300967	up	2.60E-06	5.09E-06	hypothetical protein
FCN51_06665	786.079	495.075	758.176	156.695	203.856	228.452	-1.791743135	down	6.03E-10	1.58E-09	DUF2501 domain-containing protein
FCN51_06670	1486.742	1492.445	1104.176	207.274	213.462	214.197	-2.685075801	down	1.18E-19	5.98E-19	thiamine phosphate synthase
FCN51_06675	3749.451	4170.94	2622.469	410.031	407.36	411.744	-3.100547889	down	3.57E-25	2.65E-24	class I fructose-bisphosphate aldolase
FCN51_06680	233.044	200.057	142.809	62.037	60.011	67.168	-1.605793927	down	9.47E-08	2.08E-07	hypothetical protein
FCN51_06685	239.952	201.491	183.196	65.231	66.394	71.715	-1.61911425	down	6.87E-08	1.52E-07	hypothetical protein
FCN51_06695	6947.765	5332.436	8051.196	3068.163	3027.92	2854.047	-1.183728535	down	5.47E-05	9.50E-05	_
FCN51_06705	82.95	72.506	51.369	185.701	197.032	195.221	1.482530652	up	2.01E-09	4.99E-09	TIGR00282 family metallophosphoesterase
FCN51_06710	48.377	58.673	25.404	14.839	16.477	17.84	-1.429996615	down	1.11E-05	2.06E-05	NUDIX domain-containing protein
FCN51_06715	29.242	51.903	21.531	5.875	5.127	7.501	-2.472076149	down	4.61E-15	1.73E-14	TIGR01459 family HAD-type hydrolase
FCN51_06720	204	295.596	141.568	48.246	41.059	38.372	-2.328167617	down	6.67E-15	2.48E-14	quinone-dependent dihydroorotate dehydrogenase
FCN51_06725	56.249	97.532	46.657	8.068	14.063	11.397	-2.579610226	down	1.02E-16	4.21E-16	hypothetical protein
FCN51_06730	169.65	160.436	109.784	31.671	36.471	30.209	-2.161031417	down	4.36E-13	1.44E-12	aspartyl/asparaginyl beta-hydroxylase domain-containing protein
FCN51_06765	247.86	217.151	217.789	96.822	92.205	103.34	-1.223674113	down	5.02E-05	8.73E-05	hypothetical protein
FCN51_06770	281.453	293.017	193.933	54.749	51.653	50.499	-2.291986652	down	8.76E-15	3.21E-14	insulinase family protein
FCN51_06775	622.108	440.847	485.008	148.653	149.581	136.133	-1.833377413	down	3.91E-10	1.05E-09	2OG-Fe(II) oxygenase
FCN51_06790	1354.609	1720.103	1282.089	231.446	234.539	218.849	-2.669437658	down	1.55E-19	7.80E-19	aldo/keto reductase
FCN51_06795	30.468	65.353	20.345	10.021	9.057	10.38	-1.979346827	down	1.18E-09	2.99E-09	NUDIX domain-containing protein
FCN51_06800	89.09	127.027	70.982	262.038	267.633	274.286	1.485560343	up	1.34E-09	3.38E-09	glycosyltransferase
FCN51_06805	47.205	27.536	29.294	261.228	277.588	283.454	2.982506887	up	5.81E-27	4.76E-26	disulfide bond formation protein B
FCN51_06810	227.626	178.99	210.948	1178.891	1213.553	1229.69	2.552173546	up	1.86E-21	1.08E-20	trehalose-6-phosphate synthase
FCN51_06815	593.409	348.378	494.427	3954.244	3986.049	4158.791	3.074552536	up	1.09E-28	1.00E-27	otsB; trehalose-phosphatase
FCN51_06830	102.448	23.99	182.855	22.829	25.349	29.642	-1.990719675	down	3.87E-12	1.21E-11	mlaD; outer membrane lipid asymmetry maintenance protein MlaD
FCN51_06835	233.854	30.383	473.318	43.43	45.796	53.202	-2.372493322	down	9.99E-17	4.15E-16	NADH:ubiquinone oxidoreductase subunit NDUFA12
FCN51_06850	262.909	227.417	231.048	547.517	549.349	547.397	1.188618378	up	9.46E-07	1.93E-06	N-acetyltransferase
FCN51_06875	1258.478	2556.207	970.252	149.64	158.672	171.67	-3.317439608	down	1.03E-27	8.98E-27	hypothetical protein
FCN51_06895	5.473	9.025	3.098	13.753	17.01	12.184	1.287164676	up	2.18E-05	3.93E-05	hypothetical protein
FCN51_06900	430.174	374.972	427.086	132.257	128.868	140.81	-1.616232535	down	3.29E-08	7.48E-08	molecular chaperone DjlA
FCN51_06905	619.641	608.623	540.252	146.184	167.194	163.451	-1.890988756	down	1.12E-10	3.14E-10	VacJ family lipoprotein
FCN51_06910	1419.995	1094.278	1310.527	310.119	298.006	303.781	-2.068423673	down	1.16E-12	3.73E-12	ABC transporter substrate-binding protein
FCN51_06930	1090.704	2070.803	665.178	168.283	150.271	150.143	-3.029359579	down	1.20E-23	8.03E-23	inorganic diphosphatase
